_Id;_PostTypeId;_AcceptedAnswerId;_CreationDate;_Score;_ViewCount;_OwnerUserId;_LastEditorUserId;_LastEditDate;_LastActivityDate;_Title;_Tags;_AnswerCount;_CommentCount;_FavoriteCount
3682;1;;2015-11-11T09:45:54.633;2;23;2008;;;2015-11-11T20:29:39.697;Extreme bleeding - what shuts down first?;<blood><blood-circulation>;0;2;1
3683;2;;2015-11-11T10:55:38.263;3;;1830;1830;2015-11-11T11:18:11.413;2015-11-11T11:18:11.413;;;;0;
3684;2;;2015-11-11T11:45:09.303;1;;1830;;;2015-11-11T11:45:09.303;;;;0;
3685;1;;2015-11-11T12:11:29.137;2;19;1830;5405;2017-02-08T03:42:29.870;2017-02-08T03:42:29.870;Bone marrow donation vs. peripheral blood stem cell transplantation;<bone-marrow><stem-cells><pbcst-bloodcell-trnsplant>;0;0;
3688;1;;2015-11-11T20:56:13.487;5;8265;1407;1830;2015-12-13T11:42:24.993;2016-05-12T19:17:40.027;What is wrong with taking coffee and methylphenidate together?;<medications><side-effects><mental-health><caffeine><adhd>;1;0;1
3689;2;;2015-11-11T21:03:14.923;1;;453;;;2015-11-11T21:03:14.923;;;;1;
3691;2;;2015-11-12T01:57:12.410;2;;1309;;;2015-11-12T01:57:12.410;;;;2;
3692;2;;2015-11-12T02:14:17.053;2;;1309;1309;2015-11-12T04:32:57.443;2015-11-12T04:32:57.443;;;;3;
3693;1;;2015-11-12T06:38:14.417;1;53;2039;26;2015-11-14T16:54:59.880;2015-11-14T16:54:59.880;Having goosebumps or shivering when sad?;<mental-health>;0;2;
3694;1;3699;2015-11-12T07:54:31.063;2;805;;;2015-11-12T07:59:49.283;2015-11-16T22:35:02.843;Can I apply dettol & adhesive bandages on dog bites?;<first-aid>;1;4;
3696;1;3926;2015-11-12T13:08:57.530;9;5112;1948;140;2015-11-22T22:49:17.543;2015-12-02T04:28:25.033;Can crossing my eyes damage them?;<eye><lifestyle><vision>;1;2;
3698;1;;2015-11-12T17:02:08.243;1;49;2044;;;2015-11-12T17:02:08.243;Am I facing depression?;<mental-health>;0;4;
3699;2;;2015-11-12T21:40:04.437;5;;2035;1830;2015-11-16T22:35:02.843;2015-11-16T22:35:02.843;;;;5;
3700;1;;2015-11-12T22:07:36.050;4;73;43;140;2016-01-31T22:04:24.737;2016-02-02T23:58:28.457;Are there any significant benefits to loud alarms in the ICU?;<sleep><hospital>;1;2;
3701;1;3703;2015-11-12T22:10:37.523;3;47;2046;;;2015-11-12T23:52:33.010;Would a paper towel cause a specimen to be flagged as ""adulterated\;<medication><urine>;1;0;
3703;2;;2015-11-12T23:52:33.010;2;;169;;;2015-11-12T23:52:33.010;;;;2;
3705;1;;2015-11-13T09:12:42.637;2;67;2050;;;2016-01-27T09:15:48.073;How can I prevent a ""pimple hole"" from scarring?;<dermatology><prevention><acne>;0;0;1
3707;2;;2015-11-13T09:57:13.307;2;;1830;1830;2015-11-13T10:12:32.283;2015-11-13T10:12:32.283;;;;3;
3708;1;;2015-11-13T13:33:14.423;7;65;2052;;;2017-01-02T14:21:13.690;How to find a good (or appropriate) doctor;<blood-tests><quantified-self><lifestyle>;1;0;
3709;1;;2015-11-13T17:00:11.237;3;69;2054;2054;2016-07-22T18:45:02.720;2016-07-22T21:25:44.143;Medical imaging - image quality?;<medical-device><medical-imaging>;1;0;
3716;2;;2015-11-13T18:40:14.260;3;;601;;;2015-11-13T18:40:14.260;;;;1;
3727;2;;2015-11-13T19:47:42.117;2;;601;601;2016-01-30T01:58:38.047;2016-01-30T01:58:38.047;;;;0;
3733;1;3744;2015-11-14T01:20:16.387;5;13920;2059;26;2015-11-14T16:59:09.190;2015-11-17T08:19:52.817;Use of antibiotics and the night gap;<medications><medication>;1;2;2
3734;1;;2015-11-14T06:04:02.120;1;19;2063;140;2015-11-23T00:16:19.223;2015-11-23T00:16:19.223;Which is a good size of leg stent?;<surgery>;0;0;
3735;2;;2015-11-14T06:08:09.010;5;;1784;;;2015-11-14T06:08:09.010;;;;0;
3737;1;;2015-11-14T14:31:11.907;2;116;2064;140;2015-11-23T00:13:14.453;2015-11-23T00:13:14.453;What to do about throat ulcers?;<medications><infection><prescription><ulcers>;1;0;
3740;5;;2015-11-14T18:05:22.317;0;;-1;-1;2015-11-14T18:05:22.317;2015-11-14T18:05:22.317;;;;0;
3741;4;;2015-11-14T18:05:22.317;0;;1830;1830;2015-11-14T19:20:24.140;2015-11-14T19:20:24.140;;;;0;
3744;2;;2015-11-15T04:02:08.600;7;;169;169;2015-11-16T08:59:49.060;2015-11-16T08:59:49.060;;;;7;
3745;2;;2015-11-15T04:34:39.250;1;;169;169;2015-11-16T09:56:43.897;2015-11-16T09:56:43.897;;;;0;
3747;1;;2015-11-15T23:40:34.290;8;37;620;5405;2016-10-15T07:25:29.533;2017-02-23T20:28:32.190;Ways to lessen or prevent episodes of sleep walking;<medications><sleep><treatment-options><sleep-walking><amitriptilyne>;1;4;
3749;1;3750;2015-11-16T11:37:38.553;4;37;2076;;;2015-11-16T15:34:48.617;Protection against Flu - in 1957?;<vaccination><influenza>;1;0;
3750;2;;2015-11-16T15:07:20.823;4;;1830;1830;2015-11-16T15:34:48.617;2015-11-16T15:34:48.617;;;;1;
3753;2;;2015-11-16T17:54:20.910;-1;;2080;;;2015-11-16T17:54:20.910;;;;1;
3754;1;;2015-11-16T18:42:19.040;1;86;2081;5405;2017-02-08T03:40:03.243;2017-02-08T03:40:03.243;Proper treatment of Chalazion draining;<infection><ophthalmology><eyelids><chalazion><stys>;0;4;
3756;2;;2015-11-17T04:40:15.927;-1;;1309;1830;2015-11-29T09:11:01.133;2015-11-29T09:11:01.133;;;;10;
3757;1;;2015-11-17T04:46:22.820;2;47;1309;;;2015-11-17T04:46:22.820;Strong earthquake sensation in one's head, what could it be?;<mental-health><neurology><thyroid>;0;14;
3758;1;;2015-11-17T05:16:28.367;4;131;2084;5405;2016-11-12T02:41:20.460;2016-11-12T02:41:20.460;How to prevent sialolithiasis (salivary gland stones) from re-occuring;<prevention><saliva><sialolithiasis><calculi-stones><submandibular-gland>;0;1;
3763;1;;2015-11-17T15:13:31.300;4;27;2011;5405;2016-11-12T02:32:45.860;2016-11-12T02:32:45.860;Is it worth testing regularly for oxidative stress?;<blood-tests><heart-disease><aging><stress-test><antioxidant>;0;0;
3764;1;3770;2015-11-17T20:51:18.050;5;47;2091;613;2016-12-15T04:16:46.997;2016-12-15T04:16:46.997;How do steroids work in treating a multiple sclerosis relapse?;<neurology><immune-system><autoimmune-disease><steroids><multiple-sclerosis>;1;0;
3765;1;;2015-11-18T02:06:32.383;3;23;453;140;2015-11-22T23:49:39.880;2015-11-22T23:49:39.880;What is a ""contact lens fitting""?;<eye><optometry>;0;0;2
3766;5;;2015-11-18T05:20:32.073;0;;169;169;2015-11-18T05:20:32.073;2015-11-18T05:20:32.073;;;;0;
3767;4;;2015-11-18T05:20:32.073;0;;169;169;2015-11-18T05:20:32.073;2015-11-18T05:20:32.073;;;;0;
3768;1;;2015-11-18T08:05:15.960;4;23;1830;;;2015-11-18T08:05:15.960;Anaesthesia and sleep;<surgery><anaesthesia>;0;1;1
3770;2;;2015-11-18T12:43:49.890;5;;1830;1830;2015-11-18T13:11:01.470;2015-11-18T13:11:01.470;;;;0;
3771;1;;2015-11-18T13:34:36.517;5;110;2097;140;2015-11-22T22:42:24.660;2015-11-22T23:22:30.290;What is the correct first aid procedure for treating abdominal gunshot wounds?;<first-aid>;1;2;2
3773;1;;2015-11-18T17:24:42.527;5;54;2101;140;2015-11-22T23:39:36.490;2015-12-06T11:49:29.887;Do patients who are paralyzed from the waist down maintain healthy bones?;<spine><bones>;1;3;
3775;1;;2015-11-19T07:13:03.467;0;42;2106;2111;2015-11-20T11:16:45.613;2015-11-20T11:16:45.613;Good sources of protein for vegetarians?;<diet><vegetarianism><body-weight>;1;0;1
3776;1;;2015-11-19T07:27:45.880;2;38;2107;140;2015-11-19T23:27:12.820;2015-11-19T23:27:12.820;How to avoid eyestrain when working with mobiles?;<eye>;0;0;
3777;1;;2015-11-19T10:59:27.800;-2;80;99;99;2015-11-23T05:55:34.623;2015-11-23T05:55:34.623;Why aren't superbugs weaker than their wild type?;<bacteria><resistance><evolution>;2;5;
3778;1;;2015-11-19T10:59:57.643;1;36;2109;1830;2015-11-19T23:19:40.157;2015-11-19T23:19:40.157;Hepatitis B transmission;<sex><disease-transmission><hepatitis>;1;0;
3781;2;;2015-11-19T15:51:57.463;2;;1830;;;2015-11-19T15:51:57.463;;;;0;
3782;2;;2015-11-19T17:56:02.100;1;;2111;2111;2015-11-19T18:01:55.523;2015-11-19T18:01:55.523;;;;0;
3783;1;3791;2015-11-19T20:34:28.273;3;23;2113;1830;2015-12-30T07:39:02.177;2015-12-30T07:39:02.177;Can I contract chickenpox from my child who just got vaccinated?;<vaccination><disease-transmission><chickenpox>;1;0;
3784;1;;2015-11-19T21:28:42.397;1;97;2114;5405;2017-02-08T03:38:07.773;2017-02-20T00:38:08.227;Is there any alternative to Accutane for acne treatment?;<medications><dermatology><acne><benzoyl-peroxide><accutane>;1;5;1
3786;1;3788;2015-11-20T12:18:50.203;1;317;2119;;;2015-11-20T15:34:27.297;When dettol turns white, what does it indicate;<health-informatics><disinfection><chemical>;1;0;
3787;1;;2015-11-20T15:28:11.863;4;23;2121;;;2015-11-20T15:28:11.863;Are there any hormones that are only present in children and not adults?;<endocrinology>;0;1;1
3788;2;;2015-11-20T15:34:27.297;2;;2121;;;2015-11-20T15:34:27.297;;;;3;
3790;2;;2015-11-20T15:53:08.897;1;;2121;;;2015-11-20T15:53:08.897;;;;1;
3791;2;;2015-11-20T16:06:22.197;3;;1830;1830;2015-11-20T16:31:23.700;2015-11-20T16:31:23.700;;;;0;
3792;1;;2015-11-20T12:31:28.923;1;82;1784;6563;2017-02-03T01:44:27.860;2017-02-03T01:44:27.860;Do parasitic infections increase pregnancy rates?;<pregnancy><infectious-diseases><parasites><tapeworm><ringworm>;0;4;
3794;2;;2015-11-21T06:35:55.163;1;;1830;1830;2015-11-21T08:02:04.107;2015-11-21T08:02:04.107;;;;3;
3797;1;;2015-11-22T06:31:52.427;3;13;11;;;2015-11-22T06:31:52.427;Term for non-exposure-related tolerance?;<medications><alcohol><terminology><drug-metabolism>;0;0;
3798;1;;2015-11-22T06:51:39.410;2;27;1201;1201;2015-11-22T07:27:52.450;2015-11-22T07:27:52.450;Irritable Bowel Syndrome Constipation, FODMAPS and consumption of fiber;<digestion><irritable-bowel-syndrome>;0;0;1
3801;1;3907;2015-11-22T14:03:37.487;1;317;1830;1830;2015-12-01T12:14:44.847;2015-12-01T12:14:44.847;Are all types of HIV detected in routine blood tests?;<blood-tests><hiv>;1;0;
3802;1;;2015-11-22T15:53:25.927;2;42;2138;140;2015-11-24T03:39:07.957;2015-11-24T03:39:07.957;What are the most common causes of death in the profession of computer programming?;<cancer><posture><lifestyle><statistics><death>;0;0;1
3803;1;;2015-11-22T17:25:51.353;2;37;1043;1043;2015-12-03T07:57:10.387;2015-12-03T07:57:10.387;Causes of hand lesions;<dermatology>;1;0;
3805;2;;2015-11-22T18:13:15.790;1;;;;2015-11-23T16:04:35.697;2015-11-23T16:04:35.697;;;;4;
3806;1;4039;2015-11-22T19:09:46.213;3;31;2344;1830;2015-12-12T08:47:51.707;2015-12-12T08:53:23.567;What is the protocol for allowing euthanasia in a medical facility?;<treatment-options><death><practice-of-medicine>;1;0;
3807;2;;2015-11-22T22:13:09.143;3;;140;;;2015-11-22T22:13:09.143;;;;5;
3808;2;;2015-11-22T23:18:51.940;1;;140;140;2016-02-16T20:37:05.583;2016-02-16T20:37:05.583;;;;0;
3809;2;;2015-11-22T23:22:30.290;2;;169;;;2015-11-22T23:22:30.290;;;;2;
3811;5;;2015-11-22T23:48:57.077;0;;-1;-1;2015-11-22T23:48:57.077;2015-11-22T23:48:57.077;;;;0;
3812;4;;2015-11-22T23:48:57.077;0;;140;140;2015-11-30T19:56:26.437;2015-11-30T19:56:26.437;;;;0;
3813;1;3840;2015-11-23T00:36:34.693;4;165;140;1830;2015-12-05T19:22:29.170;2015-12-05T19:22:29.170;What stages of REM sleep occur in medically induced sleep?;<sleep><anaesthesia>;1;0;
3814;2;;2015-11-23T06:33:14.907;6;;2142;140;2015-11-24T03:56:12.103;2015-11-24T03:56:12.103;;;;3;
3815;2;;2015-11-23T11:15:31.243;1;;1830;1830;2015-11-23T11:29:24.110;2015-11-23T11:29:24.110;;;;0;
3816;1;;2015-11-23T13:57:09.453;1;99;2146;1830;2015-11-24T07:26:28.233;2015-11-26T06:52:59.700;Is dry ice safe to ingest?;<nutrition><food-safety>;1;3;
3817;1;;2015-11-23T16:01:43.670;5;234;1960;5405;2016-11-12T02:30:30.670;2016-11-12T02:30:30.670;How long should you wait after lunch if you want to take a bath, and why?;<digestion><time-of-day><bath><meal><water-temperature>;0;3;
3821;1;4845;2015-11-23T21:21:40.213;2;35;2008;140;2015-11-24T08:14:57.727;2016-02-16T12:36:05.280;Third-degree burn - Home treatment;<first-aid><wound-care><burns>;1;5;
3822;1;;2015-11-24T01:11:02.813;13;162;2151;;;2016-11-17T17:25:52.283;How often is it safe to get general anaesthetic?;<medications><surgery><anaesthesia>;1;2;2
3823;5;;2015-11-24T04:01:00.673;0;;140;26;2015-11-29T21:25:14.003;2015-11-29T21:25:14.003;;;;0;
3824;4;;2015-11-24T04:01:00.673;0;;-1;-1;2015-11-24T04:01:00.673;2015-11-24T04:01:00.673;;;;0;
3825;5;;2015-11-24T04:40:18.363;0;;140;26;2015-11-28T05:56:02.100;2015-11-28T05:56:02.100;;;;0;
3826;4;;2015-11-24T04:40:18.363;0;;140;140;2015-12-01T01:29:12.107;2015-12-01T01:29:12.107;;;;0;
3827;5;;2015-11-24T04:49:30.913;0;;-1;169;2015-12-01T05:57:19.533;2015-12-01T05:57:19.533;;;;0;
3828;4;;2015-11-24T04:49:30.913;0;;140;140;2015-11-28T05:56:06.907;2015-11-28T05:56:06.907;;;;0;
3830;5;;2015-11-24T07:53:55.820;0;;-1;-1;2015-11-24T07:53:55.820;2015-11-24T07:53:55.820;;;;0;
3831;4;;2015-11-24T07:53:55.820;0;;140;140;2015-12-01T01:29:17.983;2015-12-01T01:29:17.983;;;;0;
3832;1;3895;2015-11-24T08:26:05.510;6;66;140;140;2015-11-30T21:09:36.997;2016-11-05T10:48:49.203;What diseases can be spread by mosquitos?;<infection><infectious-diseases><mosquito>;2;0;1
3833;5;;2015-11-24T08:33:02.897;0;;-1;-1;2015-11-24T08:33:02.897;2015-11-24T08:33:02.897;;;;0;
3834;4;;2015-11-24T08:33:02.897;0;;140;140;2015-11-30T19:56:54.620;2015-11-30T19:56:54.620;;;;0;
3835;1;;2015-11-24T05:32:36.430;4;94;2008;;;2015-11-26T15:54:23.613;Third degree burns Home Treatment;<blood>;2;1;
3836;2;;2015-11-24T05:45:23.930;0;;;;;2015-11-24T05:45:23.930;;;;0;
3837;1;4231;2015-11-24T09:29:50.840;6;43;2158;1830;2015-11-24T11:25:28.013;2015-12-29T15:31:07.887;Is there evidence that the over-avoidance of germs weakens our immune system?;<immune-system><vaccination><hygiene><infectious-diseases>;1;6;
3838;1;;2015-11-24T14:48:58.947;7;617;2019;6563;2017-03-07T10:25:41.467;2017-03-07T10:25:41.467;Can GERD be caused by too little stomach acid?;<gastroenterology><stomach><gerd-acid-reflux><acidic><lower-esoph-sphincter-les>;1;0;
3839;1;;2015-11-24T14:54:23.477;4;52;1980;6563;2017-02-22T03:53:45.430;2017-02-22T03:53:45.430;Can someone be both prediabetic and hypoglycemic?;<blood><diabetes><sugar><pre-diabetes><hypoglycemia>;1;0;
3840;2;;2015-11-24T17:09:28.837;3;;1830;1830;2015-11-24T17:19:25.330;2015-11-24T17:19:25.330;;;;0;
3841;1;3880;2015-11-24T18:11:41.357;8;154;830;;;2015-11-29T08:48:25.340;What is the healthiest way to drink excessively and chronically?;<alcohol>;1;0;1
3842;1;3844;2015-11-24T21:39:14.223;5;111;2008;2008;2015-11-26T07:09:48.770;2015-11-26T07:09:48.770;Sutures - do they go through the muscle as well?;<wound><wound-care><muscle><stitches>;1;1;
3843;1;;2015-11-24T22:10:41.300;1;3527;2160;2160;2015-11-30T16:04:11.913;2016-08-11T14:59:26.460;Myelocytes present in CBC;<blood><blood-tests><diagnostics>;1;3;
3844;2;;2015-11-25T03:26:24.283;3;;140;140;2015-11-25T22:42:25.210;2015-11-25T22:42:25.210;;;;5;
3846;1;3856;2015-11-25T06:09:20.000;5;93;2163;26;2015-11-26T02:03:49.973;2015-11-26T09:17:09.220;What are some health consequences of low cholesterol?;<nutrition><diet><cholesterol>;1;0;
3848;2;;2015-11-25T07:14:39.803;2;;2163;2163;2015-11-26T06:52:59.700;2015-11-26T06:52:59.700;;;;2;
3851;1;;2015-11-25T21:42:16.330;7;34;1583;;;2015-11-25T21:42:16.330;Should my kid get a flu shot if I'm coming down with something?;<vaccination><pediatrics><influenza>;0;2;
3852;5;;2015-11-25T21:54:23.843;0;;169;169;2015-11-25T21:54:23.843;2015-11-25T21:54:23.843;;;;0;
3853;4;;2015-11-25T21:54:23.843;0;;169;169;2015-11-25T21:54:23.843;2015-11-25T21:54:23.843;;;;0;
3854;1;3855;2015-11-26T03:46:38.033;3;28;;6563;2017-02-03T01:41:10.690;2017-02-03T01:41:10.690;What is neurofibromatosis?;<neurology><tumors><nerves><age><neurofibromatosis>;1;0;
3855;2;;2015-11-26T07:35:48.500;2;;1830;;;2015-11-26T07:35:48.500;;;;0;
3856;2;;2015-11-26T09:17:09.220;4;;2165;;;2015-11-26T09:17:09.220;;;;0;
3857;2;;2015-11-26T13:20:33.547;2;;1830;1830;2015-12-01T08:03:19.067;2015-12-01T08:03:19.067;;;;1;
3858;1;;2015-11-26T14:30:07.783;1;14;2123;1830;2015-11-27T18:26:45.007;2015-11-27T18:26:45.007;What are the differential diagnosis of increased ferritin;<blood-tests><diagnostics>;0;0;
3859;2;;2015-11-26T15:54:23.613;4;;2176;;;2015-11-26T15:54:23.613;;;;0;
3860;2;;2015-11-26T17:14:24.640;1;;1830;1830;2015-11-26T17:20:39.563;2015-11-26T17:20:39.563;;;;0;
3861;2;;2015-11-26T17:49:04.867;4;;1830;;;2015-11-26T17:49:04.867;;;;0;
3862;1;;2015-11-26T17:57:51.283;1;17;2179;;;2015-11-26T17:57:51.283;Referred to ER after urgent care visit, but only got a prescription. Is this routine? Is this ethical?;<practice-of-medicine>;0;0;
3863;2;;2015-11-26T20:37:10.497;1;;2165;;;2015-11-26T20:37:10.497;;;;5;
3864;1;;2015-11-26T21:06:49.320;7;67;1830;6563;2017-03-07T11:34:05.890;2017-03-07T11:34:05.890;Lithium side effects (kidney);<medications><side-effects><mental-health><renal><lithium>;1;0;
3867;1;3868;2015-11-27T13:05:03.817;3;244;2182;1830;2015-11-27T14:40:31.363;2015-11-27T15:46:32.433;Toxoplasmosis during pregnancy and blood donation;<blood><blood-donation>;2;0;
3868;2;;2015-11-27T14:59:25.687;1;;1830;1830;2015-11-27T15:06:00.813;2015-11-27T15:06:00.813;;;;0;
3869;2;;2015-11-27T15:07:45.623;1;;2165;2165;2015-11-27T15:46:32.433;2015-11-27T15:46:32.433;;;;5;
3870;1;;2015-11-27T15:14:48.930;4;54;1830;5405;2016-09-24T11:28:11.397;2016-09-24T11:28:11.397;Routine exams in patients with hypothyroidism;<blood-tests><endocrinology><thyroid><hypothyroid>;1;1;2
3871;1;;2015-11-28T03:15:33.100;1;17;43;;;2015-11-28T03:15:33.100;Does reducing the amount of carb intake increase the anti-inflammatory effect of turmeric curcumin?;<nutrition><tendinitis>;0;0;
3872;1;;2015-11-28T03:23:12.613;1;11;1615;;;2015-11-28T03:23:12.613;What does dairy sensitivity feel like to an infant?;<dairy>;0;0;
3873;2;;2015-11-28T08:46:18.473;3;;1830;1830;2015-11-28T09:47:03.520;2015-11-28T09:47:03.520;;;;0;
3874;2;;2015-11-28T10:11:30.900;2;;1830;1830;2015-11-28T10:19:18.527;2015-11-28T10:19:18.527;;;;0;
3875;2;;2015-11-28T13:20:00.603;2;;1830;;;2015-11-28T13:20:00.603;;;;0;
3876;2;;2015-11-28T13:35:09.350;1;;1830;;;2015-11-28T13:35:09.350;;;;0;
3877;2;;2015-11-28T13:57:14.477;5;;1830;1830;2015-12-03T18:58:40.937;2015-12-03T18:58:40.937;;;;4;
3878;2;;2015-11-28T14:15:34.943;1;;1830;;;2015-11-28T14:15:34.943;;;;1;
3879;1;;2015-11-28T15:43:07.753;2;23;1456;;;2015-11-28T15:43:07.753;Where to find scientific, unbiased research on a supplement;<food-supplements><scientific-method>;0;0;
3880;2;;2015-11-28T15:55:31.743;10;;1830;1830;2015-11-29T08:48:25.340;2015-11-29T08:48:25.340;;;;0;
3881;1;;2015-11-28T16:18:35.453;2;30;1830;;;2015-11-29T16:47:13.693;Routine doctor visit for people with myopia?;<eye><prevention>;1;0;
3882;1;;2015-11-28T17:12:51.523;3;32;2188;140;2015-11-29T21:55:41.583;2015-12-01T07:51:59.060;Who to go to for diagnosis of random seizures?;<common-cold><seizure>;1;1;0
3883;1;;2015-11-28T18:00:14.027;4;46;2019;1830;2016-01-18T18:20:24.477;2016-01-18T18:20:24.477;How does water intake with meals influence digestion?;<digestion><gastroenterology><water><stomach>;0;2;
3884;1;;2015-11-29T00:11:01.767;2;114;43;;;2016-09-15T12:05:43.747;What are the risks LSD microdosing?;<recreational-drugs><productivity>;1;0;
3885;1;;2015-11-29T10:21:23.527;2;25;2190;140;2015-11-29T21:47:29.857;2015-11-29T21:47:29.857;How to correctly use an adjustable desk?;<ergonomics><lifestyle><office>;0;0;1
3886;2;;2015-11-29T12:47:11.103;1;;1830;;;2015-11-29T12:47:11.103;;;;0;
3887;2;;2015-11-29T13:14:50.070;2;;1830;;;2015-11-29T13:14:50.070;;;;0;
3888;2;;2015-11-29T15:49:29.247;9;;2192;2192;2015-11-29T16:39:39.727;2015-11-29T16:39:39.727;;;;4;
3889;2;;2015-11-29T16:10:12.723;5;;2192;2192;2016-01-17T16:29:21.237;2016-01-17T16:29:21.237;;;;2;
3890;2;;2015-11-29T16:47:13.693;2;;2165;;;2015-11-29T16:47:13.693;;;;2;
3891;1;;2015-11-29T22:14:22.207;3;35;140;;;2015-11-29T22:14:22.207;What happens to a person who consumes spoiled food?;<nutrition><proteins><dairy>;0;0;1
3892;1;;2015-11-29T22:19:18.493;4;55;140;5405;2016-11-11T14:17:04.917;2016-11-11T14:17:04.917;What are the health detriments to holding in a fart if any?;<lasting-effects-duration><abdominal><flatulence-gas-fart><intestine><bloated-bloating>;1;2;
3893;2;;2015-11-30T13:17:39.163;2;;1830;;;2015-11-30T13:17:39.163;;;;0;
3895;2;;2015-11-30T17:14:20.407;5;;1830;1830;2015-11-30T17:46:16.897;2015-11-30T17:46:16.897;;;;3;
3898;2;;2015-11-30T20:28:12.650;3;;2165;2165;2015-12-01T07:51:59.060;2015-12-01T07:51:59.060;;;;2;
3899;2;;2015-11-30T22:09:15.993;6;;1830;1830;2016-01-18T17:41:09.913;2016-01-18T17:41:09.913;;;;3;
3900;2;;2015-11-30T22:46:06.133;5;;2192;2192;2015-12-01T01:40:19.593;2015-12-01T01:40:19.593;;;;0;
3901;1;;2015-12-01T05:48:25.630;2;26;2204;5405;2017-02-08T03:36:03.787;2017-02-08T03:36:03.787;What is the angular resolution of the 'ideal' human eye?;<vision><ophthalmology><visual-acuity><angular-spatial-resoluton>;0;0;
3902;1;;2015-12-01T06:10:48.253;4;178;2203;5405;2016-11-12T02:28:27.040;2016-11-12T02:28:27.040;What causes the cornea to change shape in astigmatism?;<eye><vision><astigmatism><cornea><keratoconus>;0;2;
3903;2;;2015-12-01T09:04:22.900;1;;1830;1830;2015-12-02T07:33:49.150;2015-12-02T07:33:49.150;;;;0;
3904;1;;2015-12-01T10:35:36.270;5;62;385;1830;2015-12-02T08:37:16.277;2015-12-02T11:33:13.120;How can you increase melatonin?;<nutrition><diet><sleep>;1;0;
3905;1;3977;2015-12-01T10:52:19.753;9;132;2205;1830;2015-12-06T10:42:03.107;2015-12-06T15:22:25.330;Lifetime cancer risk for people with healthy lifestyle;<cancer><lifestyle><statistics>;1;0;
3906;1;;2015-12-01T11:16:07.667;6;107;2198;1830;2015-12-05T12:46:05.777;2015-12-05T12:46:05.777;What did people do before the discovery of blood groups?;<blood><blood-donation><history>;2;1;
3907;2;;2015-12-01T12:11:52.190;1;;1830;;;2015-12-01T12:11:52.190;;;;1;
3908;2;;2015-12-01T16:26:29.090;3;;2192;;;2015-12-01T16:26:29.090;;;;4;
3909;2;;2015-12-01T19:12:49.853;2;;797;797;2015-12-01T19:41:23.563;2015-12-01T19:41:23.563;;;;0;
3911;1;;2015-12-02T00:18:01.767;2;22;2211;;;2015-12-02T00:18:01.767;Is there a benefit to taking whey protein to increase glutathione level compared to the body's natural production?;<immune-system><proteins>;0;0;
3912;5;;2015-12-02T00:30:18.673;0;;-1;-1;2015-12-02T00:30:18.673;2015-12-02T00:30:18.673;;;;0;
3913;4;;2015-12-02T00:30:18.673;0;;140;140;2015-12-07T14:17:29.870;2015-12-07T14:17:29.870;;;;0;
3914;5;;2015-12-02T00:34:15.100;0;;-1;-1;2015-12-02T00:34:15.100;2015-12-02T00:34:15.100;;;;0;
3915;4;;2015-12-02T00:34:15.100;0;;140;140;2015-12-07T14:17:58.523;2015-12-07T14:17:58.523;;;;0;
3916;5;;2015-12-02T00:35:26.803;0;;-1;-1;2015-12-02T00:35:26.803;2015-12-02T00:35:26.803;;;;0;
3917;4;;2015-12-02T00:35:26.803;0;;140;140;2015-12-07T14:18:41.830;2015-12-07T14:18:41.830;;;;0;
3918;5;;2015-12-02T00:36:24.703;0;;140;140;2015-12-07T14:18:26.757;2015-12-07T14:18:26.757;;;;0;
3919;4;;2015-12-02T00:36:24.703;0;;140;140;2015-12-07T14:17:24.677;2015-12-07T14:17:24.677;;;;0;
3920;5;;2015-12-02T00:37:36.287;0;;-1;169;2015-12-07T03:22:28.293;2015-12-07T03:22:28.293;;;;0;
3921;4;;2015-12-02T00:37:36.287;0;;140;140;2015-12-07T14:18:36.243;2015-12-07T14:18:36.243;;;;0;
3922;5;;2015-12-02T00:41:50.607;0;;140;140;2015-12-07T14:18:21.327;2015-12-07T14:18:21.327;;;;0;
3923;4;;2015-12-02T00:41:50.607;0;;140;140;2015-12-07T14:17:32.410;2015-12-07T14:17:32.410;;;;0;
3924;5;;2015-12-02T00:42:52.457;0;;-1;-1;2015-12-02T00:42:52.457;2015-12-02T00:42:52.457;;;;0;
3925;4;;2015-12-02T00:42:52.457;0;;140;140;2015-12-07T17:43:51.840;2015-12-07T17:43:51.840;;;;0;
3926;2;;2015-12-02T04:28:25.033;4;;26;;;2015-12-02T04:28:25.033;;;;1;
3927;1;3929;2015-12-02T06:00:59.927;1;49;43;43;2015-12-02T14:32:09.303;2015-12-02T19:22:19.410;Cold pressed canola oil;<micronutrients>;1;2;
3928;2;;2015-12-02T08:35:35.470;2;;1830;1830;2015-12-02T11:33:13.120;2015-12-02T11:33:13.120;;;;6;
3929;2;;2015-12-02T08:44:48.690;5;;2165;2165;2015-12-02T19:22:19.410;2015-12-02T19:22:19.410;;;;0;
3930;5;;2015-12-02T12:45:09.947;0;;-1;-1;2015-12-02T12:45:09.947;2015-12-02T12:45:09.947;;;;0;
3931;4;;2015-12-02T12:45:09.947;0;;1830;1830;2015-12-07T14:18:32.630;2015-12-07T14:18:32.630;;;;0;
3933;1;;2015-12-02T18:27:43.460;4;119;1830;;;2017-01-30T12:11:19.450;What are effective lifestyle modifications for gastritis?;<gastroenterology><stomach><lifestyle>;1;1;
